(1,1,11)
(2,1,13)
(3,2,11)
(4,3,9)
(5,3,10)
(6,4,13)
(7,4,6)
(8,5,8)
(9,5,10)
(10,6,11)
(11,7,11)
(12,8,9)
(13,8,10)
(14,8,6)
(15,9,11)
(16,9,13)
(17,9,6)
(18,10,13)
(19,11,11)
(20,12,8)
(21,12,10)
(22,13,11)
(23,14,11)
(24,15,11)
(25,15,13)
(26,15,6)
(27,16,11)
(28,16,6)
(29,17,11)
(30,18,11)
(31,19,16)
(32,19,11)
(33,19,15)
(34,20,11)
(35,21,11)
(36,22,16)
(37,22,15)
(38,23,11)
(39,23,13)
(40,24,11)
(41,24,6)
(42,25,11)
(43,25,6)
(44,26,9)
(45,26,10)
(46,26,11)
(47,26,6)
(48,30,8)
(49,30,10)
(50,30,6)
(51,31,9)
(52,31,10)
(53,33,9)
(54,33,10)
(55,34,9)
(56,34,10)
(57,35,9)
(58,35,10)
(59,36,9)
(60,36,10)
(61,37,9)
(62,37,10)
(63,38,9)
(64,38,10)
(65,39,9)
(66,39,10)
(67,40,9)
(68,40,10)
(69,41,9)
(70,41,10)
(71,42,9)
(72,42,10)
(73,43,9)
(74,43,10)
(75,44,9)
(76,44,10)
(77,45,9)
(78,45,10)
(79,46,9)
(80,46,10)
(81,46,6)
(82,47,9)
(83,47,10)
(84,47,6)
(85,48,9)
(86,48,10)
(87,48,6)
(88,49,9)
(89,49,10)
(90,49,6)
(91,50,9)
(92,50,10)
(93,50,6)
(94,51,9)
(95,51,10)
(96,52,9)
(97,52,10)
(98,53,9)
(99,53,10)
(100,54,9)
(101,54,10)
(102,55,9)
(103,55,10)
(104,56,9)
(105,56,10)
(106,57,9)
(107,57,10)
(108,58,9)
(109,58,10)
(110,59,9)
(111,59,10)
(112,60,9)
(113,60,10)
(114,61,9)
(115,61,10)
(116,62,9)
(117,62,10)
(118,62,11)
(119,62,6)
(120,63,9)
(121,63,10)
(122,63,6)
(123,64,9)
(124,64,10)
(125,64,6)
(126,65,9)
(127,65,10)
(128,66,16)
(129,66,15)
(130,67,16)
(131,67,14)
(132,67,15)
(133,69,16)
(134,69,14)
(135,69,15)
(136,71,16)
(137,71,14)
(138,71,15)
(139,74,16)
(140,74,4)
(141,74,14)
(142,74,15)
(143,75,16)
(144,75,15)
(145,77,16)
(146,77,15)
(147,78,16)
(148,78,14)
(149,78,6)
(150,78,15)
(151,80,16)
(152,80,15)
(153,81,16)
(154,81,15)
(155,82,16)
(156,82,15)
(157,83,16)
(158,83,6)
(159,83,15)
(160,84,16)
(161,84,6)
(162,84,15)
(163,85,16)
(164,85,15)
(165,86,16)
(166,86,4)
(167,86,15)
(168,87,16)
(169,87,6)
(170,87,15)
(171,88,16)
(172,88,15)
(173,89,16)
(174,89,4)
(175,89,15)
(176,90,16)
(177,90,6)
(178,90,15)
(179,91,16)
(180,91,15)
(181,92,16)
(182,92,15)
(183,93,16)
(184,93,4)
(185,93,15)
(186,94,16)
(187,94,4)
(188,94,15)
(189,95,16)
(190,95,15)
(191,96,16)
(192,96,15)
(193,97,16)
(194,97,15)
(195,98,16)
(196,98,4)
(197,98,15)
(198,99,16)
(199,99,15)
(200,100,16)
(201,100,15)
(202,101,16)
(203,101,15)
(204,102,16)
(205,102,15)
(206,103,16)
(207,103,15)
(208,104,16)
(209,104,4)
(210,104,15)
(211,105,16)
(212,105,4)
(213,105,15)
(214,106,16)
(215,106,4)
(216,106,15)
(217,107,16)
(218,107,4)
(219,107,15)
(220,108,16)
(221,108,4)
(222,108,15)
(223,109,16)
(224,109,15)
(225,110,16)
(226,110,4)
(227,110,15)
(228,111,16)
(229,111,15)
(230,112,16)
(231,112,15)
(232,113,16)
(233,113,15)
(234,114,16)
(235,114,4)
(236,114,15)
(237,115,16)
(238,115,15)
(239,116,16)
(240,116,4)
(241,116,15)
(242,117,16)
(243,117,15)
(244,118,16)
(245,118,15)
(246,119,16)
(247,119,15)
(248,120,16)
(249,120,15)
(250,121,16)
(251,121,4)
(252,121,15)
(253,122,16)
(254,122,15)
(255,123,16)
(256,123,4)
(257,123,15)
(258,124,16)
(259,124,4)
(260,124,15)
(261,125,16)
(262,125,4)
(263,125,15)
(264,126,16)
(265,126,4)
(266,126,15)
(267,127,16)
(268,127,4)
(269,127,15)
(270,128,16)
(271,128,4)
(272,128,15)
(273,129,16)
(274,129,4)
(275,129,15)
(276,130,16)
(277,130,4)
(278,130,15)
(279,131,16)
(280,131,15)
(281,132,16)
(282,132,15)
(283,133,16)
(284,133,15)
(285,134,16)
(286,134,15)
(287,135,16)
(288,135,15)
(289,136,16)
(290,136,15)
(291,137,16)
(292,137,15)
(293,138,16)
(294,138,15)
(295,139,16)
(296,139,15)
(297,140,16)
(298,140,15)
(299,141,16)
(300,141,15)
(301,142,16)
(302,142,15)
(303,143,16)
(304,143,15)
(305,144,16)
(306,144,15)
(307,145,16)
(308,145,15)
(309,146,16)
(310,146,15)
(311,147,16)
(312,147,15)
(313,148,16)
(314,148,15)
(315,149,16)
(316,149,6)
(317,149,15)
(318,150,16)
(319,150,12)
(320,150,6)
(321,150,15)
(322,151,16)
(323,151,15)
(324,152,16)
(325,152,12)
(326,152,6)
(327,152,15)
(328,153,16)
(329,153,6)
(330,153,15)
(331,154,16)
(332,154,6)
(333,154,15)
(334,155,16)
(335,155,12)
(336,155,6)
(337,155,15)
(338,156,16)
(339,156,6)
(340,156,15)
(341,157,16)
(342,157,6)
(343,157,15)
(344,158,16)
(345,158,6)
(346,158,15)
(347,159,16)
(348,159,6)
(349,159,15)
(350,160,16)
(351,160,6)
(352,160,15)
(353,161,16)
(354,161,6)
(355,161,15)
(356,162,16)
(357,162,6)
(358,162,15)
(359,163,16)
(360,163,6)
(361,163,15)
(362,164,16)
(363,164,6)
(364,164,15)
(365,165,16)
(366,165,6)
(367,165,15)
(368,166,16)
(369,166,6)
(370,166,15)
(371,167,16)
(372,167,6)
(373,167,15)
(374,168,9)
(375,168,10)
(376,169,9)
(377,169,10)
(378,170,9)
(379,170,10)
(380,171,16)
(381,171,6)
(382,171,15)
(383,172,9)
(384,172,10)
(385,173,8)
(386,173,9)
(387,173,10)
(388,174,9)
(389,174,10)
(390,175,9)
(391,175,10)
(392,176,8)
(393,176,9)
(394,176,10)
(395,177,9)
(396,177,10)
(397,178,9)
(398,178,10)
(399,179,9)
(400,179,10)
(401,180,8)
(402,180,9)
(403,180,10)
(404,181,9)
(405,181,10)
(406,181,11)
(407,181,6)
(408,182,9)
(409,182,10)
(410,182,6)
(411,183,16)
(412,183,14)
(413,183,15)
(414,184,9)
(415,184,10)
(416,184,6)
(417,185,16)
(418,185,14)
(419,185,15)
(420,186,16)
(421,186,14)
(422,186,15)
(423,187,11)
(424,187,6)
(425,188,16)
(426,188,14)
(427,188,15)
(428,189,16)
(429,189,14)
(430,189,15)
(431,190,16)
(432,190,14)
(433,190,15)
(434,191,16)
(435,191,14)
(436,191,15)
(437,192,16)
(438,192,14)
(439,192,15)
(440,193,16)
(441,193,14)
(442,193,15)
(443,194,16)
(444,194,14)
(445,194,15)
(446,195,16)
(447,195,14)
(448,195,15)
(449,196,16)
(450,196,11)
(451,196,15)
(452,197,16)
(453,197,4)
(454,197,14)
(455,197,15)
(456,198,16)
(457,198,4)
(458,198,14)
(459,198,15)
(460,199,16)
(461,199,4)
(462,199,14)
(463,199,15)
(464,200,16)
(465,200,4)
(466,200,14)
(467,200,15)
(468,201,16)
(469,201,4)
(470,201,14)
(471,201,15)
(472,202,16)
(473,202,4)
(474,202,14)
(475,202,15)
(476,203,16)
(477,203,4)
(478,203,14)
(479,203,15)
(480,204,16)
(481,204,4)
(482,204,14)
(483,204,15)
(484,205,16)
(485,205,4)
(486,205,14)
(487,205,15)
(488,206,16)
(489,206,15)
(490,207,16)
(491,207,15)
(492,208,16)
(493,208,15)
(494,209,16)
(495,209,15)
(496,210,16)
(497,210,15)
(498,211,16)
(499,211,15)
(500,212,16)
(501,212,15)
(502,213,16)
(503,213,15)
(504,214,16)
(505,214,15)
(506,215,16)
(507,215,15)
(508,216,16)
(509,216,15)
(510,217,16)
(511,217,15)
(512,218,16)
(513,218,15)
(514,219,16)
(515,219,15)
(516,220,16)
(517,220,15)
(518,221,16)
(519,221,15)
(520,222,16)
(521,222,6)
(522,222,15)
(523,223,16)
(524,223,15)
(525,224,16)
(526,224,6)
(527,224,15)
(528,225,16)
(529,225,6)
(530,225,15)
(531,226,16)
(532,226,6)
(533,226,15)
(534,227,16)
(535,227,6)
(536,227,15)
(537,228,16)
(538,228,15)
(539,229,16)
(540,229,6)
(541,229,15)
(542,230,16)
(543,230,4)
(544,230,14)
(545,230,6)
(546,230,15)
(547,231,16)
(548,231,4)
(549,231,14)
(550,231,6)
(551,231,15)
(552,232,16)
(553,232,4)
(554,232,14)
(555,232,6)
(556,232,15)
(557,233,16)
(558,233,4)
(559,233,6)
(560,233,15)
(561,234,16)
(562,234,4)
(563,234,6)
(564,234,15)
(565,235,16)
(566,235,4)
(567,235,14)
(568,235,6)
(569,235,15)
(570,236,16)
(571,236,4)
(572,236,6)
(573,236,15)
(574,242,8)
(575,242,10)
(576,246,8)
(577,246,9)
(578,246,10)
(579,247,8)
(580,247,10)
(581,247,6)
(582,248,8)
(583,248,10)
(584,248,6)
(585,249,8)
(586,249,10)
(587,249,13)
(588,250,8)
(589,250,10)
(590,250,6)
(591,251,8)
(592,251,10)
(593,251,13)
(594,252,8)
(595,252,10)
(596,252,6)
(597,253,13)
(598,254,11)
(599,254,12)
(600,255,8)
(601,255,10)
(602,256,8)
(603,256,10)
(604,257,16)
(605,257,14)
(606,258,8)
(607,258,10)
(608,258,6)
(609,259,8)
(610,259,10)
(611,260,16)
(612,260,14)
(613,261,16)
(614,261,14)
(615,262,16)
(616,262,14)
(617,263,16)
(618,263,14)
(619,264,16)
(620,264,14)
(621,265,16)
(622,265,14)
(623,266,16)
(624,266,14)
(625,267,16)
(626,267,14)
(627,268,16)
(628,268,14)
(629,269,16)
(630,269,14)
(631,270,16)
(632,270,14)
(633,271,16)
(634,271,14)
(635,272,16)
(636,272,14)
(637,273,16)
(638,273,14)
(639,274,16)
(640,274,14)
(641,275,16)
(642,275,14)
(643,276,16)
(644,276,14)
(645,277,16)
(646,277,14)
(647,278,16)
(648,278,14)
(649,279,16)
(650,279,14)
(651,280,16)
(652,280,14)
(653,281,16)
(654,281,14)
(655,282,16)
(656,282,14)
(657,283,16)
(658,283,14)
(659,284,16)
(660,284,14)
(661,285,16)
(662,285,14)
(663,286,16)
(664,286,14)
(665,287,16)
(666,287,14)
(667,288,16)
(668,288,14)
(669,289,16)
(670,289,14)
(671,290,16)
(672,290,14)
(673,290,6)
(674,291,16)
(675,291,14)
(676,291,6)
(677,292,16)
(678,292,14)
(679,293,16)
(680,293,14)
(681,293,6)
(682,294,16)
(683,294,14)
(684,294,6)
(685,295,16)
(686,295,14)
(687,295,6)
(688,296,16)
(689,296,14)
(690,296,6)
(691,297,12)
(692,297,6)
(693,298,11)
(694,299,8)
(695,299,10)
(696,300,11)
(697,301,11)
(698,302,11)
(699,303,11)
(700,304,11)
(701,305,11)
(702,306,11)
(703,307,11)
(704,307,4)
(705,308,11)
(706,308,4)
(707,309,11)
(708,309,4)
(709,310,11)
(710,310,4)
(711,311,11)
(712,312,11)
(713,312,4)
(714,313,11)
(715,314,11)
(716,314,4)
(717,315,11)
(718,315,4)
(719,316,11)
(720,317,11)
(721,317,4)
(722,318,11)
(723,319,11)
