(1,1,13)
(2,1,6)
(3,2,11)
(4,3,13)
(5,4,13)
(6,5,9)
(7,5,10)
(8,6,8)
(9,6,10)
(10,7,11)
(11,7,6)
(12,8,13)
(13,9,11)
(14,9,13)
(15,9,6)
(16,10,16)
(17,10,15)
(18,11,11)
(19,12,11)
(20,12,6)
(21,13,11)
(22,13,6)
(23,14,11)
(24,14,13)
(25,14,6)
(26,15,11)
(27,16,11)
(28,16,6)
(29,17,11)
(30,18,11)
(31,18,13)
(32,18,6)
(33,19,8)
(34,19,10)
(35,21,9)
(36,21,10)
(37,22,9)
(38,22,10)
(39,23,8)
(40,23,10)
(41,23,6)
(42,25,9)
(43,25,10)
(44,26,8)
(45,26,10)
(46,27,9)
(47,27,10)
(48,28,9)
(49,28,10)
(50,29,9)
(51,29,10)
(52,30,9)
(53,30,10)
(54,32,9)
(55,32,10)
(56,33,9)
(57,33,10)
(58,34,9)
(59,34,10)
(60,35,9)
(61,35,10)
(62,35,6)
(63,36,9)
(64,36,10)
(65,37,9)
(66,37,10)
(67,38,9)
(68,38,10)
(69,38,6)
(70,39,9)
(71,39,10)
(72,40,9)
(73,40,10)
(74,40,6)
(75,41,9)
(76,41,10)
(77,41,6)
(78,42,9)
(79,42,10)
(80,43,9)
(81,43,10)
(82,44,9)
(83,44,10)
(84,45,9)
(85,45,10)
(86,46,9)
(87,46,10)
(88,47,9)
(89,47,10)
(90,48,9)
(91,48,10)
(92,49,9)
(93,49,10)
(94,50,9)
(95,50,10)
(96,51,9)
(97,51,10)
(98,52,16)
(99,52,15)
(100,53,9)
(101,53,10)
(102,54,9)
(103,54,10)
(104,54,6)
(105,55,16)
(106,55,15)
(107,56,9)
(108,56,10)
(109,56,6)
(110,57,9)
(111,57,10)
(112,57,6)
(113,58,9)
(114,58,10)
(115,59,16)
(116,59,15)
(117,60,5)
(118,61,16)
(119,61,14)
(120,61,15)
(121,62,5)
(122,63,5)
(123,64,16)
(124,64,15)
(125,65,5)
(126,66,5)
(127,67,16)
(128,67,14)
(129,67,15)
(130,68,5)
(131,69,5)
(132,70,5)
(133,71,5)
(134,72,5)
(135,73,16)
(136,73,15)
(137,74,16)
(138,74,14)
(139,74,15)
(140,75,16)
(141,75,15)
(142,76,5)
(143,77,16)
(144,77,4)
(145,77,15)
(146,78,16)
(147,78,4)
(148,78,14)
(149,78,15)
(150,79,5)
(151,80,16)
(152,80,15)
(153,82,16)
(154,82,15)
(155,83,16)
(156,83,15)
(157,84,5)
(158,85,5)
(159,86,16)
(160,86,15)
(161,87,5)
(162,88,5)
(163,89,5)
(164,90,16)
(165,90,15)
(166,91,5)
(167,92,16)
(168,92,4)
(169,92,15)
(170,93,5)
(171,94,5)
(172,95,5)
(173,96,5)
(174,97,5)
(175,98,16)
(176,98,4)
(177,98,15)
(178,99,16)
(179,99,15)
(180,100,5)
(181,101,5)
(182,102,5)
(183,103,5)
(184,104,16)
(185,104,15)
(186,105,5)
(187,106,5)
(188,107,5)
(189,108,5)
(190,109,5)
(191,110,5)
(192,111,5)
(193,112,5)
(194,113,16)
(195,113,4)
(196,113,15)
(197,114,16)
(198,114,4)
(199,114,15)
(200,115,5)
(201,116,5)
(202,117,5)
(203,118,5)
(204,119,16)
(205,119,4)
(206,119,15)
(207,121,5)
(208,122,5)
(209,123,5)
(210,124,5)
(211,125,16)
(212,125,15)
(213,126,16)
(214,126,15)
(215,127,5)
(216,128,5)
(217,129,5)
(218,130,5)
(219,131,5)
(220,132,5)
(221,133,5)
(222,134,5)
(223,135,5)
(224,136,16)
(225,136,15)
(226,137,16)
(227,137,6)
(228,137,15)
(229,138,5)
(230,139,5)
(231,140,5)
(232,141,16)
(233,141,6)
(234,141,15)
(235,142,16)
(236,142,6)
(237,142,15)
(238,143,16)
(239,143,6)
(240,143,15)
(241,144,16)
(242,144,12)
(243,144,6)
(244,144,15)
(245,145,5)
(246,146,9)
(247,146,10)
(248,147,9)
(249,147,10)
(250,148,9)
(251,148,10)
(252,149,9)
(253,149,10)
(254,150,9)
(255,150,10)
(256,151,9)
(257,151,10)
(258,152,8)
(259,152,9)
(260,152,10)
(261,153,9)
(262,153,10)
(263,154,9)
(264,154,10)
(265,155,9)
(266,155,10)
(267,156,9)
(268,156,10)
(269,157,9)
(270,157,10)
(271,157,6)
(272,158,5)
(273,159,9)
(274,159,10)
(275,159,6)
(276,160,16)
(277,160,14)
(278,160,15)
(279,161,16)
(280,161,14)
(281,161,15)
(282,162,11)
(283,162,6)
(284,163,16)
(285,163,14)
(286,163,15)
(287,164,16)
(288,164,14)
(289,164,15)
(290,165,5)
(291,166,5)
(292,167,5)
(293,168,5)
(294,169,5)
(295,170,5)
(296,171,16)
(297,171,14)
(298,171,15)
(299,172,5)
(300,173,16)
(301,173,4)
(302,173,14)
(303,173,15)
(304,174,5)
(305,175,5)
(306,176,5)
(307,177,16)
(308,177,4)
(309,177,14)
(310,177,15)
(311,178,16)
(312,178,15)
(313,179,16)
(314,179,4)
(315,179,14)
(316,179,15)
(317,180,5)
(318,181,16)
(319,181,15)
(320,182,16)
(321,182,15)
(322,183,5)
(323,184,5)
(324,185,5)
(325,186,5)
(326,187,5)
(327,188,5)
(328,189,5)
(329,190,5)
(330,191,5)
(331,192,5)
(332,193,5)
(333,194,5)
(334,195,5)
(335,196,16)
(336,196,15)
(337,197,16)
(338,197,15)
(339,198,5)
(340,199,5)
(341,200,16)
(342,200,15)
(343,201,5)
(344,202,5)
(345,203,16)
(346,203,4)
(347,203,14)
(348,203,15)
(349,204,16)
(350,204,6)
(351,204,15)
(352,205,5)
(353,206,5)
(354,207,5)
(355,208,5)
(356,209,5)
(357,210,16)
(358,210,4)
(359,210,6)
(360,210,15)
(361,214,8)
(362,214,10)
