(1,5,1)
(2,3,2)
(3,8,3)
(4,1,4)
(5,2,5)
(6,4,6)
(7,6,7)
(8,7,1)
(9,14,8)
(10,11,9)
(11,10,10)
(12,15,11)
(13,9,6)
(14,16,12)
(15,12,5)
(16,13,2)
(17,18,13)
(18,17,14)
(19,22,9)
(20,19,15)
(21,21,16)
(22,23,17)
(23,20,6)
(24,24,5)
(25,27,18)
(26,31,16)
(27,25,19)
(28,29,20)
(29,28,21)
(30,30,22)
(31,26,23)
(32,32,24)
(33,33,25)
(34,34,26)
(35,35,13)
(36,37,27)
(37,38,28)
(38,36,29)
(39,39,30)
(40,47,30)
(41,43,1)
(42,46,16)
(43,40,9)
(44,41,13)
(45,44,6)
(46,42,1)
(47,45,5)
(48,48,23)
(49,50,8)
(50,53,31)
(51,49,32)
(52,52,33)
(53,54,34)
(54,51,33)
(55,55,32)
(56,56,33)
(57,57,35)
(58,59,36)
(59,58,36)
(60,61,37)
(61,60,38)
(62,62,32)
(63,64,39)
(64,63,16)
(65,65,40)
(66,67,30)
(67,69,14)
(68,71,9)
(69,66,41)
(70,68,42)
(71,70,43)
(72,72,44)
(73,73,45)
(74,74,46)
(75,76,11)
(76,75,47)
(77,77,30)
(78,78,48)
(79,79,30)
(80,80,49)
(81,81,50)
(82,84,51)
(83,85,52)
(84,83,49)
(85,86,48)
(86,88,24)
(87,82,21)
(88,87,13)
(89,90,48)
(90,91,49)
(91,92,50)
(92,94,6)
(93,96,51)
(94,89,6)
(95,93,53)
(96,95,30)
(97,97,48)
(98,98,54)
(99,99,50)
(100,100,55)
(101,101,52)
(102,102,49)
(103,104,56)
(104,103,53)
(105,105,57)
(106,107,50)
(107,108,52)
(108,109,13)
(109,110,48)
(110,111,49)
(111,106,58)
(112,112,24)
(113,113,55)
(114,114,56)
(115,115,54)
(116,116,52)
(117,117,48)
(118,118,50)
(119,119,51)
(120,120,49)
(121,121,59)
(122,122,51)
(123,123,49)
(124,124,50)
(125,125,57)
(126,126,52)
(127,127,48)
(128,128,60)
(129,131,52)
(130,132,53)
(131,129,6)
(132,130,48)
(133,133,9)
(134,134,48)
(135,135,50)
(136,136,49)
(137,137,9)
(138,138,49)
(139,140,50)
(140,139,13)
(141,142,51)
(142,141,30)
(143,143,50)
(144,145,52)
(145,147,48)
(146,148,51)
(147,149,49)
(148,144,9)
(149,146,61)
(150,150,6)
(151,154,5)
(152,151,51)
(153,157,13)
(154,156,13)
(155,158,49)
(156,153,49)
(157,155,30)
(158,152,6)
(159,166,48)
(160,159,30)
(161,161,55)
(162,163,5)
(163,165,23)
(164,162,5)
(165,160,23)
(166,164,62)
(167,167,9)
(168,170,61)
(169,173,63)
(170,168,11)
(171,172,35)
(172,169,33)
(173,171,64)
(174,174,65)
(175,177,30)
(176,175,32)
(177,176,23)
(178,180,1)
(179,178,2)
(180,181,66)
(181,179,18)
(182,182,40)
(183,183,16)
(184,184,67)
(185,185,21)
(186,186,68)
(187,187,48)
(188,188,49)
(189,189,69)
(190,190,50)
(191,191,70)
(192,194,71)
(193,196,48)
(194,192,70)
(195,193,72)
(196,195,14)
(197,197,73)
(198,198,50)
(199,200,70)
(200,199,74)
(201,201,48)
(202,202,49)
